FullTime;Operation Mode;System Status;Flow [m³/h] W1-BF1;Flow [m³/h] W3-BF1 OR HW VFD Speed [Hz];Inlet Pressure [Bar];Outlet Pressure [Bar];Diff. Pressure [Bar];Uv Unit Temperature [°C];Uv-I Sensor [W/m²];Total Lamp Pwr [kW];Calculated [m³];ByPass;Alarm;Flow Limit;Allowed Flow [m³]
03-02-2023 00:02;System Idle;system Idle;0;0;3,8;3,79;0,01;28,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:07;System Idle;system Idle;0;0;3,8;3,79;0,01;28,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:12;System Idle;system Idle;0;0;3,8;3,79;0,01;28,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:17;System Idle;system Idle;0;0;3,8;3,79;0,01;28,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:22;System Idle;system Idle;0;0;3,8;3,79;0,01;28,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:27;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:32;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:37;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:42;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:47;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:52;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 00:57;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:02;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:07;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:12;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:17;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:22;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:27;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:32;System Idle;system Idle;0;0;3,8;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:37;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:42;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:47;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:52;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 01:57;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:02;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:07;System Idle;system Idle;0;0;3,8;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:12;System Idle;system Idle;0;0;3,8;3,8;0;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:17;System Idle;system Idle;0;0;3,8;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:22;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:27;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:32;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:37;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:42;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:47;System Idle;system Idle;0;0;3,8;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:52;System Idle;system Idle;0;0;3,8;3,8;0;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 02:57;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:02;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:07;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:12;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:17;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:22;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:27;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:32;System Idle;system Idle;0;0;3,8;3,8;0;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:37;System Idle;system Idle;0;0;3,8;3,8;0;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:42;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:47;System Idle;system Idle;0;0;3,8;3,8;0;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:52;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 03:57;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:02;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:07;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:12;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:17;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:22;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:27;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:32;System Idle;system Idle;0;0;3,81;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:37;System Idle;system Idle;0;0;3,8;3,8;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:42;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:47;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:52;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 04:57;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:02;System Idle;system Idle;0;0;3,8;3,79;0,01;28;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:07;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:12;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:17;System Idle;system Idle;0;0;3,8;3,8;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:22;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:27;System Idle;system Idle;0;0;3,8;3,8;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:32;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:37;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:42;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:47;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:52;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 05:57;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:02;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:07;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:12;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:17;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:22;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:27;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:32;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:37;System Idle;system Idle;0;0;3,8;3,8;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:42;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:47;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:52;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 06:57;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:02;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:07;System Idle;system Idle;0;0;3,8;3,8;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:12;System Idle;system Idle;0;0;3,8;3,79;0;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:17;System Idle;system Idle;0;0;3,8;3,8;0;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:22;System Idle;system Idle;0;0;3,8;3,79;0;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:27;System Idle;system Idle;0;0;3,8;3,8;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:32;System Idle;system Idle;0;0;3,8;3,79;0;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:37;System Idle;system Idle;0;0;3,81;3,8;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:42;System Idle;system Idle;0;0;3,8;3,79;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:47;System Idle;system Idle;0;0;3,81;3,8;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:52;System Idle;system Idle;0;0;3,76;3,75;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:54;Ballast;Open Recirculation Valves;0;0;3,76;3,75;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Recirculation;0;13;3,79;3,78;0,01;27,9;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Powering Up UV Lamps;0;25;3,78;3,78;0,01;27,9;2;14,491;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Powering Up UV Lamps;0;25;3,78;3,77;0,01;27,9;4;13,163;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Powering Up UV Lamps;0;25;3,77;3,76;0,01;27,9;4;13,119;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Powering Up UV Lamps;0;25;3,77;3,76;0,01;27,9;5;15,602;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Powering Up UV Lamps;0;25;3,77;3,76;0,01;27,9;9;21,322;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Powering Up UV Lamps;0;25;3,77;3,76;0,01;27,9;36;33,722;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Powering Up UV Lamps;0;25;3,77;3,76;0,01;27,8;97;49,331;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Stop Ballast Pump;0;21;3,76;3,75;0,01;27,8;134;59,455;70,6;System In Line;System Ok;500;35
03-02-2023 07:55;Ballast;Stop Ballast Pump;0;1;3,76;3,75;0,01;27,8;163;66,457;70,6;System In Line;System Ok;500;47,5
03-02-2023 07:56;Ballast;Stop Ballast Pump;0;0;3,76;3,75;0,01;28,1;210;71,172;70,6;System In Line;System Ok;500;81,25
03-02-2023 07:56;Ballast;Stop Ballast Pump;0;0;3,77;3,76;0,01;28,5;240;71,996;70,6;System In Line;System Ok;500;101,875
03-02-2023 07:56;Ballast;Recirculation;0;12;3,78;3,77;0,01;29;24;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:56;Ballast;Recirculation;0;24;3,79;3,78;0,01;29,3;2;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:56;Ballast;Recirculation;0;25;3,79;3,78;0,01;29,5;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:56;Ballast;Recirculation;0;25;3,79;3,78;0,01;29,7;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:56;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,7;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:56;Ballast;Recirculation;0;25;3,79;3,79;0,01;29,7;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:56;Ballast;Recirculation;0;25;3,8;3,79;0;29,6;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:56;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,5;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:56;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,4;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,79;3,79;0,01;29,3;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,2;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,2;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,2;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,2;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,79;3,79;0,01;29,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:57;Ballast;Recirculation;0;25;3,8;3,79;0,01;29;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:58;Ballast;Recirculation;0;25;3,8;3,79;0,01;29;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 07:58;Ballast;Recirculation;0;25;3,8;3,79;0,01;29;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 08:01;Ballast;Open Recirculation Valves;0;0;3,79;3,78;0,01;29,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 08:01;Ballast;Recirculation;0;12;3,8;3,79;0,01;29,1;1;0;70,6;System In Line;System Ok;500;35
03-02-2023 08:01;Ballast;Powering Up UV Lamps;0;25;3,8;3,79;0,01;29,1;3;13,23;70,6;System In Line;System Ok;500;35
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,8;3,8;0,01;29,1;5;13,603;70,6;System In Line;System Ok;500;35
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,8;3,8;0,01;29,2;7;17,986;70,6;System In Line;System Ok;500;35
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,8;3,79;0;29,2;16;25,479;70,6;System In Line;System Ok;500;35
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,81;3,8;0;29,2;55;39,283;70,6;System In Line;System Ok;500;35
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,81;3,8;0,01;29,2;97;49,155;70,6;System In Line;System Ok;500;35
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,81;3,8;0,01;29,2;135;61,38;70,6;System In Line;System Ok;500;35
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,82;3,81;0,01;29,4;204;68,302;70,6;System In Line;System Ok;500;70,62501
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,82;3,82;0,01;29,7;246;71,736;70,6;System In Line;System Ok;500;102,5
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,83;3,82;0,01;30,2;255;72,004;70,6;System In Line;System Ok;500;109,375
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,84;3,83;0,01;30,6;250;72,011;70,6;System In Line;System Ok;500;106,875
03-02-2023 08:02;Ballast;Powering Up UV Lamps;0;25;3,85;3,84;0,01;31,1;247;72;70,6;System In Line;System Ok;500;104,375
03-02-2023 08:03;Ballast;Powering Up UV Lamps;0;25;3,85;3,85;0,01;31,5;240;72;70,6;System In Line;System Ok;500;101,25
03-02-2023 08:03;Ballast;Start Ballast Pump;0;25;3,87;3,86;0,01;31,9;236;72;70,6;System In Line;System Ok;500;98,12501
03-02-2023 08:03;Ballast;Start Ballast Pump;0;25;3,89;3,88;0,01;32,2;229;72,003;70,6;System In Line;System Ok;500;93,75
03-02-2023 08:03;Ballast;Running Ballast;0;25;3,91;3,91;0,01;32,5;222;71,998;70,6;System In Line;System Ok;500;88,75001
03-02-2023 08:03;Ballast;Running Ballast;49;7;3,54;3,45;0;32,8;225;72,001;0;System In Line;System Ok;500;90,625
03-02-2023 08:03;Ballast;Running Ballast;259;0;3,65;3,58;0,03;33;1024;71,995;0,3;System In Line;System Ok;500;483,125
03-02-2023 08:03;Ballast;Running Ballast;296;0;3,14;3,09;0,08;32,5;826;72,008;0,7;System In Line;System Ok;500;466,25
03-02-2023 08:03;Ballast;Running Ballast;367;0;3,52;3,46;0,07;30,8;616;71,996;1,2;System In Line;System Ok;500;208,75
03-02-2023 08:03;Ballast;Running Ballast;314;0;3,34;3,24;0,07;28,6;1514;72,002;1,7;System In Line;System Ok;500;500
03-02-2023 08:03;Ballast;Running Ballast;392;0;2,8;2,7;0,09;26;1808;70,565;2,2;System In Line;System Ok;500;500
03-02-2023 08:03;Ballast;Running Ballast;427;0;2,53;2,42;0,11;24;1841;69,122;2,9;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;445;0;2,35;2,21;0,12;22,3;1816;67,682;3,5;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;454;0;2,19;2,07;0,12;20,9;1797;66,25;4,3;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;475;0;2,01;1,89;0,12;19,9;1771;66,246;4,9;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;476;0;2,03;1,9;0,12;19;1740;64,795;5,7;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;492;0;1,88;1,75;0,13;18,4;1702;63,368;6,4;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;497;0;1,89;1,74;0,13;18;1665;61,921;7,2;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;491;0;1,9;1,76;0,14;17,6;1622;60,481;7,9;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;489;0;1,88;1,74;0,15;17,3;1582;59,034;8,7;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;485;0;1,91;1,75;0,15;17;1543;57,595;9,4;System In Line;System Ok;500;500
03-02-2023 08:04;Ballast;Running Ballast;501;0;1,77;1,63;0,15;16,7;1501;56,163;10,2;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;500;0;1,78;1,63;0,14;16,5;1466;54,727;10,9;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;496;0;1,76;1,63;0,14;16,3;1424;53,281;11,7;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;499;0;1,77;1,64;0,14;16,2;1399;53,279;12,4;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;500;0;1,77;1,62;0,15;15,9;1353;51,848;13,3;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;499;0;1,79;1,63;0,15;15,8;1309;50,395;14;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;498;0;1,78;1,64;0,15;15,6;1264;48,965;14,8;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;497;0;1,78;1,64;0,15;15,5;1219;47,519;15,5;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;500;0;1,79;1,64;0,14;15,4;1175;46,083;16,3;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;498;0;1,77;1,63;0,14;15,3;1132;44,642;17;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;497;0;1,79;1,64;0,15;15,2;1090;43,203;17,8;System In Line;System Ok;500;500
03-02-2023 08:05;Ballast;Running Ballast;498;0;1,79;1,64;0,15;15,2;1054;41,766;18,5;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;498;0;1,78;1,63;0,16;15,1;1033;41,765;19,3;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;498;0;1,79;1,64;0,15;15,1;1032;41,762;20;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;496;0;1,79;1,63;0,15;15,1;1032;41,763;20,9;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;497;0;1,8;1,65;0,16;15;1032;41,762;21,6;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;497;0;1,8;1,64;0,16;15;1033;41,763;22,4;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;497;0;1,8;1,63;0,16;14,9;1034;41,763;23,1;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;497;0;1,8;1,65;0,16;14,8;1034;41,764;23,9;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;498;0;1,8;1,63;0,16;14,8;1034;41,768;24,6;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;497;0;1,82;1,65;0,16;14,7;1035;41,757;25,4;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;498;0;1,81;1,64;0,16;14,7;1035;41,761;26,1;System In Line;System Ok;500;500
03-02-2023 08:06;Ballast;Running Ballast;496;0;1,81;1,64;0,16;14,6;1036;41,76;26,9;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;501;0;1,72;1,55;0,17;14,6;1035;41,759;27,6;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;502;0;1,73;1,56;0,17;14,5;1036;41,762;28,5;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;503;0;1,74;1,57;0,17;14,5;1036;41,761;29,2;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;502;0;1,72;1,56;0,16;14,5;1037;41,762;30;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;499;0;1,75;1,58;0,17;14,4;1037;41,757;30,7;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;502;0;1,74;1,57;0,17;14,4;1038;41,768;31,5;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;502;0;1,76;1,58;0,17;14,4;1038;41,759;32,2;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;502;0;1,73;1,56;0,17;14,4;1038;41,763;33,1;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;499;0;1,74;1,57;0,17;14,3;1039;41,763;33,8;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;501;0;1,73;1,57;0,17;14,3;1040;41,757;34,6;System In Line;System Ok;500;500
03-02-2023 08:07;Ballast;Running Ballast;500;0;1,73;1,56;0,17;14,3;1037;41,765;35,3;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;499;0;1,74;1,56;0,18;14,3;1037;41,758;36,1;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;500;0;1,75;1,57;0,18;14,3;1038;41,759;36,8;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;501;0;1,76;1,56;0,18;14,2;1038;41,768;37,7;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;501;0;1,74;1,56;0,18;14,2;1038;41,76;38,4;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;499;0;1,77;1,57;0,18;14,2;1038;41,761;39,2;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;501;0;1,76;1,55;0,19;14,2;1035;41,757;39,9;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;499;0;1,76;1,56;0,2;14,3;1030;41,765;40,7;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;497;0;1,77;1,56;0,2;14,3;1026;41,759;41,4;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;497;0;1,78;1,56;0,21;14,3;1024;41,763;42,2;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;497;0;1,79;1,57;0,22;14,3;1026;41,762;42,9;System In Line;System Ok;500;500
03-02-2023 08:08;Ballast;Running Ballast;496;0;1,79;1,54;0,23;14,3;1027;41,766;43,7;System In Line;System Ok;500;500
03-02-2023 08:09;Ballast;Running Ballast;494;0;1,82;1,56;0,25;14,4;1029;41,763;44,4;System In Line;System Ok;500;500
03-02-2023 08:09;Ballast;Running Ballast;494;0;1,82;1,55;0,26;14,4;1032;41,764;45,3;System In Line;System Ok;500;500
03-02-2023 08:09;Ballast;Running Ballast;494;0;1,82;1,54;0,26;14,4;1032;41,762;45,9;System In Line;System Ok;500;500
