FullTime;Operation Mode;System Status;Flow [m³/h] W1-BF1;Flow [m³/h] W3-BF1 OR HW VFD Speed [Hz];Inlet Pressure [Bar];Outlet Pressure [Bar];Diff. Pressure [Bar];Uv Unit Temperature [°C];Uv-I Sensor [W/m²];Total Lamp Pwr [kW];Calculated [m³];ByPass;Alarm;Flow Limit;Allowed Flow [m³]
24-03-2023 02:02;De-Ballast;Start Ballast Pump;0;25;0,49;0,48;0,01;21;360;71,997;46,5;System In Line;System Ok;500;175
24-03-2023 02:02;De-Ballast;Start Ballast Pump;0;25;0,5;0,49;0,01;21,5;361;71,999;46,5;System In Line;System Ok;500;175,625
24-03-2023 02:02;De-Ballast;Start Ballast Pump;0;25;0,5;0,5;0,01;21,7;362;71,993;46,5;System In Line;System Ok;500;175,625
24-03-2023 02:02;De-Ballast;Start Ballast Pump;0;25;0,51;0,5;0,01;22,1;361;71,997;46,5;System In Line;System Ok;500;175,625
24-03-2023 02:03;De-Ballast;Start Ballast Pump;0;25;0,51;0,51;0,01;22,3;360;71,997;46,5;System In Line;System Ok;500;175
24-03-2023 02:03;De-Ballast;Start Ballast Pump;0;25;0,51;0,51;0;22,6;360;72,011;46,5;System In Line;System Ok;500;175
24-03-2023 02:03;De-Ballast;Start Ballast Pump;0;25;0,52;0,51;0;22,8;360;71,989;46,5;System In Line;System Ok;500;175
24-03-2023 02:03;De-Ballast;Start Ballast Pump;0;25;0,52;0,52;0,01;23,2;360;72,004;46,5;System In Line;System Ok;500;175
24-03-2023 02:03;De-Ballast;Start Ballast Pump;0;25;0,53;0,52;0;23,5;359;71,993;46,5;System In Line;System Ok;500;174,375
24-03-2023 02:03;De-Ballast;Running De-Ballast;0;25;0,55;0,54;0,01;23,9;359;72,009;46,5;System In Line;System Ok;500;174,375
24-03-2023 02:03;De-Ballast;Running De-Ballast;0;20;4,46;4,31;0,02;24,2;364;71,995;46,5;System In Line;System Ok;500;176,875
24-03-2023 02:03;De-Ballast;Running De-Ballast;147;2;4,09;4,08;0,04;24,4;516;71,997;0,1;System In Line;System Ok;500;265
24-03-2023 02:03;De-Ballast;Running De-Ballast;243;0;4,78;4,77;0,02;23,6;563;71,991;0,4;System In Line;System Ok;500;300
24-03-2023 02:03;De-Ballast;Running De-Ballast;253;0;4,49;4,47;0,01;21,2;568;71,992;0,8;System In Line;System Ok;500;305
24-03-2023 02:04;De-Ballast;Running De-Ballast;273;0;4,54;4,53;0,02;19;559;72,002;1,1;System In Line;System Ok;500;299,375
24-03-2023 02:04;De-Ballast;Running De-Ballast;302;0;4,46;4,45;0,01;17,3;567;72,007;1,6;System In Line;System Ok;500;304,375
24-03-2023 02:04;De-Ballast;Running De-Ballast;311;0;4,38;4,37;0,01;15,9;571;71,996;2;System In Line;System Ok;500;306,25
24-03-2023 02:04;De-Ballast;Running De-Ballast;312;0;4,44;4,45;0,01;14,8;568;71,994;2,6;System In Line;System Ok;500;305
24-03-2023 02:04;De-Ballast;Running De-Ballast;311;0;4,4;4,4;0,01;14;566;71,991;3;System In Line;System Ok;500;303,75
24-03-2023 02:04;De-Ballast;Running De-Ballast;312;0;4,44;4,44;0,01;13,4;565;71,997;3,5;System In Line;System Ok;500;303,125
24-03-2023 02:04;De-Ballast;Running De-Ballast;303;0;4,47;4,46;0,01;13;564;72,003;3,9;System In Line;System Ok;500;302,5
24-03-2023 02:04;De-Ballast;Running De-Ballast;300;0;4,46;4,45;0,01;12,5;565;71,996;4,4;System In Line;System Ok;500;302,5
24-03-2023 02:04;De-Ballast;Running De-Ballast;301;0;4,46;4,45;0,01;12,2;568;72,002;4,9;System In Line;System Ok;500;304,375
24-03-2023 02:04;De-Ballast;Running De-Ballast;301;0;4,46;4,46;0;12;569;71,996;5,4;System In Line;System Ok;500;305,625
24-03-2023 02:04;De-Ballast;Running De-Ballast;300;0;4,46;4,45;0;11,9;565;71,993;5,8;System In Line;System Ok;500;303,125
24-03-2023 02:05;De-Ballast;Running De-Ballast;300;0;4,47;4,44;0,01;11,7;565;72,01;6,3;System In Line;System Ok;500;303,125
24-03-2023 02:05;De-Ballast;Running De-Ballast;301;0;4,46;4,45;0,01;11,6;567;71,999;6,7;System In Line;System Ok;500;304,375
24-03-2023 02:05;De-Ballast;Running De-Ballast;301;0;4,46;4,45;0,01;11,4;571;72,005;7,2;System In Line;System Ok;500;306,875
24-03-2023 02:05;De-Ballast;Running De-Ballast;300;0;4,45;4,44;0,01;11,3;574;71,991;7,6;System In Line;System Ok;500;308,75
24-03-2023 02:05;De-Ballast;Running De-Ballast;304;0;4,45;4,43;0,01;11,2;573;72,01;8,1;System In Line;System Ok;500;308,75
24-03-2023 02:05;De-Ballast;Running De-Ballast;305;0;4,44;4,44;0,01;11,1;573;71,996;8,5;System In Line;System Ok;500;308,125
24-03-2023 02:05;De-Ballast;Running De-Ballast;305;0;4,43;4,43;0,01;11;575;72,008;9,1;System In Line;System Ok;500;309,375
24-03-2023 02:05;De-Ballast;Running De-Ballast;305;0;4,45;4,43;0,01;11;576;71,99;9,5;System In Line;System Ok;500;310
24-03-2023 02:05;De-Ballast;Running De-Ballast;305;0;4,45;4,43;0,01;10,9;577;71,999;10;System In Line;System Ok;500;310,625
24-03-2023 02:05;De-Ballast;Running De-Ballast;305;0;4,44;4,43;0,01;10,9;577;71,999;10,4;System In Line;System Ok;500;310,625
24-03-2023 02:05;De-Ballast;Running De-Ballast;305;0;4,46;4,43;0,02;10,9;578;71,991;10,9;System In Line;System Ok;500;311,25
24-03-2023 02:06;De-Ballast;Running De-Ballast;307;0;4,34;4,33;0,02;10,8;579;71,999;11,3;System In Line;System Ok;500;311,875
24-03-2023 02:06;De-Ballast;Running De-Ballast;329;0;4,33;4,31;0,02;10,8;579;72,008;11,9;System In Line;System Ok;500;311,875
24-03-2023 02:06;De-Ballast;Running De-Ballast;325;0;4,36;4,35;0,02;10,7;579;71,992;12,3;System In Line;System Ok;500;312,5
24-03-2023 02:06;De-Ballast;Running De-Ballast;322;0;4,38;4,37;0,01;10,7;580;72,011;12,9;System In Line;System Ok;500;312,5
24-03-2023 02:06;De-Ballast;Running De-Ballast;322;0;4,37;4,35;0,01;10,7;580;71,995;13,3;System In Line;System Ok;500;312,5
24-03-2023 02:06;De-Ballast;Running De-Ballast;321;0;4,37;4,36;0,01;10,7;581;72,006;13,9;System In Line;System Ok;500;312,5
24-03-2023 02:06;De-Ballast;Running De-Ballast;321;0;4,42;4,42;0,02;10,6;581;71,999;14,3;System In Line;System Ok;500;313,125
24-03-2023 02:06;De-Ballast;Running De-Ballast;298;0;4,46;4,46;0,02;10,6;581;72;14,8;System In Line;System Ok;500;313,125
24-03-2023 02:06;De-Ballast;Running De-Ballast;295;0;4,48;4,46;0,01;10,6;581;72,006;15,2;System In Line;System Ok;500;313,125
24-03-2023 02:06;De-Ballast;Running De-Ballast;296;0;4,45;4,44;0,01;10,6;581;71,995;15,7;System In Line;System Ok;500;313,125
24-03-2023 02:06;De-Ballast;Running De-Ballast;297;0;4,41;4,4;0,01;10,5;581;72,012;16,1;System In Line;System Ok;500;313,125
24-03-2023 02:07;De-Ballast;Running De-Ballast;312;0;4,41;4,4;0,01;10,5;582;71,993;16,6;System In Line;System Ok;500;313,75
24-03-2023 02:07;De-Ballast;Running De-Ballast;313;0;4,37;4,35;0,01;10,5;582;71,994;17,1;System In Line;System Ok;500;313,75
24-03-2023 02:07;De-Ballast;Running De-Ballast;313;0;4,4;4,4;0,01;10,5;582;72,003;17,6;System In Line;System Ok;500;313,75
24-03-2023 02:07;De-Ballast;Running De-Ballast;314;0;4,38;4,37;0,01;10,4;582;72,008;18;System In Line;System Ok;500;313,75
24-03-2023 02:07;De-Ballast;Running De-Ballast;313;0;4,38;4,37;0,01;10,4;583;71,997;18,6;System In Line;System Ok;500;314,375
24-03-2023 02:07;De-Ballast;Running De-Ballast;314;0;4,4;4,38;0,01;10,4;583;71,998;19;System In Line;System Ok;500;314,375
24-03-2023 02:07;De-Ballast;Running De-Ballast;313;0;4,38;4,38;0,01;10,4;583;72,01;19,5;System In Line;System Ok;500;314,375
24-03-2023 02:07;De-Ballast;Running De-Ballast;314;0;4,39;4,37;0,01;10,4;583;72;20;System In Line;System Ok;500;314,375
24-03-2023 02:07;De-Ballast;Running De-Ballast;314;0;4,39;4,37;0,01;10,4;583;71,996;20,5;System In Line;System Ok;500;314,375
24-03-2023 02:07;De-Ballast;Running De-Ballast;313;0;4,38;4,37;0,01;10,4;583;71,997;20,9;System In Line;System Ok;500;314,375
24-03-2023 02:07;De-Ballast;Running De-Ballast;313;0;4,38;4,38;0,01;10,3;583;72,011;21,4;System In Line;System Ok;500;314,375
24-03-2023 02:08;De-Ballast;Running De-Ballast;312;0;4,39;4,38;0,01;10,3;584;72;21,9;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;313;0;4,39;4,38;0,01;10,3;584;71,997;22,4;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;313;0;4,4;4,38;0,01;10,3;584;72,006;22,8;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;313;0;4,39;4,38;0,01;10,3;584;72;23,3;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;312;0;4,38;4,37;0,01;10,3;584;72,004;23,8;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;313;0;4,39;4,38;0,01;10,3;584;71,996;24,3;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;313;0;4,37;4,36;0,01;10,3;584;72;24,7;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;313;0;4,38;4,37;0,01;10,3;584;71,992;25,3;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;313;0;4,37;4,37;0,01;10,3;584;71,995;25,7;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;312;0;4,38;4,37;0,01;10,3;584;71,991;26,2;System In Line;System Ok;500;315
24-03-2023 02:08;De-Ballast;Running De-Ballast;313;0;4,38;4,37;0,01;10,3;584;71,992;26,6;System In Line;System Ok;500;315
24-03-2023 02:09;De-Ballast;Running De-Ballast;313;0;4,38;4,38;0;10,3;585;71,996;27,2;System In Line;System Ok;500;315,625
24-03-2023 02:09;De-Ballast;Running De-Ballast;313;0;4,38;4,36;0,01;10,3;584;71,989;27,6;System In Line;System Ok;500;315
24-03-2023 02:09;De-Ballast;Running De-Ballast;313;0;4,38;4,36;0,01;10,3;585;71,991;28,1;System In Line;System Ok;500;315,625
24-03-2023 02:09;De-Ballast;Running De-Ballast;313;0;4,37;4,36;0,01;10,2;585;71,992;28,6;System In Line;System Ok;500;315
24-03-2023 02:09;De-Ballast;Running De-Ballast;313;0;4,3;4,29;0,01;10,2;585;72,005;29,1;System In Line;System Ok;500;315,625
24-03-2023 02:09;De-Ballast;Running De-Ballast;342;0;4,25;4,23;0,01;10,2;585;71,991;29,5;System In Line;System Ok;500;315,625
24-03-2023 02:09;De-Ballast;Running De-Ballast;339;0;4,25;4,23;0,01;10,2;585;71,993;30,1;System In Line;System Ok;500;315,625
24-03-2023 02:09;De-Ballast;Running De-Ballast;334;0;4,4;4,38;0,01;10,2;585;71,994;30,6;System In Line;System Ok;500;315,625
24-03-2023 02:09;De-Ballast;Running De-Ballast;310;0;4,35;4,35;0;10,2;585;72,002;31,1;System In Line;System Ok;500;315,625
24-03-2023 02:09;De-Ballast;Running De-Ballast;307;0;4,41;4,41;0;10,2;585;71,995;31,5;System In Line;System Ok;500;315,625
24-03-2023 02:09;De-Ballast;Running De-Ballast;307;0;4,39;4,37;0,01;10,2;585;72,006;32;System In Line;System Ok;500;315,625
24-03-2023 02:10;De-Ballast;Running De-Ballast;309;0;4,39;4,37;0,01;10,2;585;72,012;32,5;System In Line;System Ok;500;315,625
24-03-2023 02:10;De-Ballast;Running De-Ballast;309;0;4,39;4,37;0,01;10,2;585;72,004;33;System In Line;System Ok;500;315,625
24-03-2023 02:10;De-Ballast;Running De-Ballast;309;0;4,39;4,37;0,01;10,2;586;71,999;33,4;System In Line;System Ok;500;316,25
24-03-2023 02:10;De-Ballast;Running De-Ballast;309;0;4,38;4,38;0,01;10,2;586;72,002;33,9;System In Line;System Ok;500;315,625
24-03-2023 02:10;De-Ballast;Running De-Ballast;308;0;4,39;4,38;0,01;10,2;586;72,011;34,4;System In Line;System Ok;500;316,25
24-03-2023 02:10;De-Ballast;Running De-Ballast;309;0;4,34;4,33;0,01;10,2;586;71,997;34,9;System In Line;System Ok;500;316,25
24-03-2023 02:10;De-Ballast;Running De-Ballast;324;0;4,31;4,3;0,01;10,2;586;72,006;35,3;System In Line;System Ok;500;316,25
24-03-2023 02:10;De-Ballast;Running De-Ballast;326;0;4,3;4,28;0,01;10,2;586;72,003;35,9;System In Line;System Ok;500;316,25
24-03-2023 02:10;De-Ballast;Running De-Ballast;327;0;4,31;4,3;0,01;10,2;586;72;36,3;System In Line;System Ok;500;316,25
24-03-2023 02:10;De-Ballast;Running De-Ballast;320;0;4,34;4,34;0,01;10,2;586;72,001;36,8;System In Line;System Ok;500;316,25
24-03-2023 02:10;De-Ballast;Running De-Ballast;317;0;4,34;4,33;0;10,2;586;72,008;37,3;System In Line;System Ok;500;316,25
24-03-2023 02:11;De-Ballast;Running De-Ballast;317;0;4,33;4,33;0,01;10,2;586;72,007;37,8;System In Line;System Ok;500;316,25
24-03-2023 02:11;De-Ballast;Running De-Ballast;317;0;4,34;4,33;0,01;10,2;586;72,007;38,3;System In Line;System Ok;500;316,25
24-03-2023 02:11;De-Ballast;Running De-Ballast;316;0;4,34;4,33;0,01;10,2;586;72,003;38,8;System In Line;System Ok;500;316,25
24-03-2023 02:11;De-Ballast;Running De-Ballast;317;0;4,35;4,34;0,01;10,2;586;71,995;39,2;System In Line;System Ok;500;316,25
24-03-2023 02:11;De-Ballast;Running De-Ballast;318;0;4,34;4,33;0,01;10,2;586;72,009;39,8;System In Line;System Ok;500;316,25
24-03-2023 02:11;De-Ballast;Running De-Ballast;317;0;4,34;4,33;0,01;10,2;586;72,003;40,2;System In Line;System Ok;500;316,875
24-03-2023 02:11;De-Ballast;Running De-Ballast;316;0;4,33;4,31;0,01;10,2;587;71,991;40,7;System In Line;System Ok;500;316,875
24-03-2023 02:11;De-Ballast;Running De-Ballast;317;0;4,34;4,32;0,01;10,2;586;72,006;41,2;System In Line;System Ok;500;316,875
24-03-2023 02:11;De-Ballast;Running De-Ballast;316;0;4,34;4,34;0,01;10,2;587;72,009;41,7;System In Line;System Ok;500;316,25
24-03-2023 02:11;De-Ballast;Running De-Ballast;317;0;4,33;4,3;0,01;10,2;587;72,009;42,1;System In Line;System Ok;500;316,875
24-03-2023 02:11;De-Ballast;Running De-Ballast;317;0;4,34;4,33;0,02;10,2;587;72,011;42,7;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;317;0;4,34;4,32;0,02;10,2;587;71,99;43,1;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;316;0;4,35;4,33;0,01;10,2;587;72,004;43,6;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;317;0;4,35;4,34;0,01;10,2;587;71,997;44,1;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;318;0;4,34;4,33;0,01;10,2;587;72,01;44,6;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;317;0;4,33;4,31;0,01;10,2;587;71,993;45;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;317;0;4,33;4,33;0,01;10,2;587;72,004;45,6;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;316;0;4,32;4,32;0,01;10,2;587;72,002;46;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;315;0;4,32;4,31;0,01;10,2;587;72,011;46,5;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;316;0;4,33;4,33;0,01;10,2;587;72,004;47;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;316;0;4,33;4,3;0,01;10,2;587;71,992;47,5;System In Line;System Ok;500;316,875
24-03-2023 02:12;De-Ballast;Running De-Ballast;317;0;4,33;4,31;0,01;10,2;587;72,007;47,9;System In Line;System Ok;500;316,875
24-03-2023 02:13;De-Ballast;Running De-Ballast;317;0;4,32;4,31;0,01;10,2;587;72,024;48,5;System In Line;System Ok;500;316,875
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,33;4,31;0,01;10,2;587;72;48,9;System In Line;System Ok;500;316,875
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,33;4,32;0,01;10,2;587;71,996;49,4;System In Line;System Ok;500;316,875
24-03-2023 02:13;De-Ballast;Running De-Ballast;317;0;4,34;4,33;0,02;10,2;587;71,995;49,9;System In Line;System Ok;500;317,5
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,33;4,31;0,01;10,2;587;72,007;50,4;System In Line;System Ok;500;316,875
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,34;4,32;0,02;10,2;587;71,997;50,8;System In Line;System Ok;500;317,5
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,32;4,31;0,02;10,2;588;72,002;51,4;System In Line;System Ok;500;316,875
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,31;4,3;0,01;10,2;588;72,003;51,8;System In Line;System Ok;500;316,875
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,31;4,3;0,01;10,2;588;72,009;52,3;System In Line;System Ok;500;317,5
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,32;4,32;0,01;10,2;588;71,996;52,8;System In Line;System Ok;500;317,5
24-03-2023 02:13;De-Ballast;Running De-Ballast;316;0;4,32;4,32;0,01;10,2;588;72,004;53,3;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;315;0;4,32;4,31;0;10,2;588;72,002;53,7;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;315;0;4,32;4,31;0,01;10,2;588;72,006;54,3;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;315;0;4,32;4,32;0,02;10,2;588;71,994;54,7;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;316;0;4,32;4,31;0,01;10,2;588;72,002;55,2;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;316;0;4,32;4,31;0,01;10,2;588;71,992;55,7;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;316;0;4,32;4,31;0;10,2;588;72,009;56,2;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;316;0;4,31;4,31;0;10,2;588;71,997;56,6;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;316;0;4,31;4,29;0,01;10,2;588;71,99;57,1;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;316;0;4,31;4,31;0,01;10,2;588;71,988;57,6;System In Line;System Ok;500;317,5
24-03-2023 02:14;De-Ballast;Running De-Ballast;316;0;4,31;4,31;0,01;10,2;588;72,002;58,1;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;314;0;4,31;4,29;0,02;10,2;588;72,005;58,6;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;315;0;4,3;4,3;0,01;10,2;588;72,003;59,1;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;316;0;4,3;4,3;0,01;10,2;588;71,989;59,5;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;314;0;4,3;4,28;0,01;10,2;588;72,01;60;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;317;0;4,3;4,27;0,01;10,2;588;72,007;60,5;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;319;0;4,29;4,29;0,01;10,2;588;72,005;61;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;319;0;4,29;4,29;0,01;10,2;588;71,995;61,5;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;319;0;4,29;4,29;0,01;10,2;588;71,998;62;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;318;0;4,29;4,28;0,01;10,2;588;72,01;62,4;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;319;0;4,29;4,27;0,01;10,2;588;72,005;63;System In Line;System Ok;500;317,5
24-03-2023 02:15;De-Ballast;Running De-Ballast;318;0;4,29;4,28;0,01;10,2;588;72;63,4;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;318;0;4,28;4,27;0,01;10,2;588;72;63,9;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;319;0;4,29;4,28;0,01;10,2;588;72;64,4;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;318;0;4,3;4,28;0,02;10,2;588;71,999;64,9;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;319;0;4,29;4,29;0,01;10,2;588;72,009;65,3;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;319;0;4,27;4,28;0,01;10,2;588;72;65,9;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;319;0;4,29;4,28;0;10,2;588;72;66,3;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;319;0;4,28;4,27;0,01;10,2;588;72;66,9;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;319;0;4,29;4,28;0,01;10,2;588;71,992;67,3;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;318;0;4,29;4,27;0,01;10,2;588;71,997;67,8;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;319;0;4,27;4,27;0,01;10,2;588;72,003;68,3;System In Line;System Ok;500;317,5
24-03-2023 02:16;De-Ballast;Running De-Ballast;320;0;4,28;4,27;0,01;10,2;588;72,002;68,8;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;319;0;4,28;4,26;0,01;10,2;588;71,999;69,2;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;319;0;4,29;4,27;0,01;10,2;588;71,995;69,8;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;319;0;4,28;4,28;0,01;10,2;588;71,993;70,2;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;320;0;4,28;4,28;0,01;10,2;588;71,985;70,8;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;319;0;4,27;4,26;0,01;10,2;588;71,997;71,2;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;318;0;4,27;4,27;0,01;10,2;588;71,996;71,7;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;318;0;4,28;4,27;0,01;10,2;588;72,001;72,2;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;318;0;4,27;4,27;0,01;10,2;588;71,999;72,7;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;318;0;4,27;4,25;0,01;10,2;589;72;73,1;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;319;0;4,28;4,27;0,01;10,2;588;72,009;73,7;System In Line;System Ok;500;317,5
24-03-2023 02:17;De-Ballast;Running De-Ballast;318;0;4,28;4,26;0,01;10,2;588;72,004;74,1;System In Line;System Ok;500;317,5
24-03-2023 02:18;De-Ballast;Running De-Ballast;318;0;4,28;4,25;0,01;10,2;589;72,012;74,6;System In Line;System Ok;500;318,125
24-03-2023 02:18;De-Ballast;Running De-Ballast;318;0;4,28;4,26;0,02;10,2;588;71,99;75,1;System In Line;System Ok;500;317,5
24-03-2023 02:18;De-Ballast;Running De-Ballast;318;0;4,28;4,27;0,02;10,2;589;72,01;75,6;System In Line;System Ok;500;318,125
24-03-2023 02:18;De-Ballast;Running De-Ballast;319;0;4,27;4,25;0,01;10,2;588;71,994;76,1;System In Line;System Ok;500;317,5
24-03-2023 02:18;De-Ballast;Running De-Ballast;318;0;4,27;4,26;0,01;10,2;588;71,995;76,6;System In Line;System Ok;500;317,5
24-03-2023 02:18;De-Ballast;Running De-Ballast;317;0;4,28;4,27;0,01;10,2;589;71,995;77;System In Line;System Ok;500;318,125
24-03-2023 02:18;De-Ballast;Running De-Ballast;315;0;4,28;4,26;0;10,2;588;72,002;77,6;System In Line;System Ok;500;317,5
24-03-2023 02:18;De-Ballast;Running De-Ballast;315;0;4,27;4,26;0,01;10,2;588;71,995;78;System In Line;System Ok;500;317,5
24-03-2023 02:18;De-Ballast;Running De-Ballast;314;0;4,28;4,27;0,01;10,2;589;72,004;78,5;System In Line;System Ok;500;318,125
24-03-2023 02:18;De-Ballast;Running De-Ballast;314;0;4,28;4,26;0,01;10,2;589;72,002;79;System In Line;System Ok;500;318,125
24-03-2023 02:18;De-Ballast;Running De-Ballast;315;0;4,28;4,28;0,01;10,2;589;71,998;79,5;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;314;0;4,27;4,28;0,01;10,2;589;72,005;79,9;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;314;0;4,29;4,26;0,01;10,2;588;72,001;80,4;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;314;0;4,26;4,26;0,01;10,2;589;71,996;80,9;System In Line;System Ok;500;317,5
24-03-2023 02:19;De-Ballast;Running De-Ballast;315;0;4,28;4,27;0,01;10,2;589;72,001;81,4;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;315;0;4,27;4,26;0,01;10,2;589;71,999;81,8;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;315;0;4,27;4,26;0,01;10,2;589;72,005;82,4;System In Line;System Ok;500;317,5
24-03-2023 02:19;De-Ballast;Running De-Ballast;315;0;4,27;4,25;0,02;10,2;589;72,004;82,8;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;316;0;4,26;4,25;0,01;10,2;589;72,007;83,3;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;316;0;4,26;4,25;0,01;10,2;589;72,005;83,8;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;316;0;4,25;4,25;0,01;10,2;589;72;84,3;System In Line;System Ok;500;318,125
24-03-2023 02:19;De-Ballast;Running De-Ballast;316;0;4,26;4,24;0,01;10,2;589;72,005;84,7;System In Line;System Ok;500;318,125
24-03-2023 02:20;De-Ballast;Running De-Ballast;316;0;4,27;4,25;0,02;10,2;589;72,006;85,3;System In Line;System Ok;500;318,125
24-03-2023 02:20;De-Ballast;Running De-Ballast;315;0;4,27;4,25;0,02;10,2;589;72,001;85,7;System In Line;System Ok;500;318,125
